wav,words
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0219.wav,ٹام کچھ کہنے ہی والا تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0220.wav,ویسٹ انڈیز کی ٹیم کراچی پہنچ گئی
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0221.wav,انگریزوں کے حوالے سے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0222.wav,احسان مانی اسد خان کی پی سی بی گورننگ باڈی میں نامزدگی نوٹیفکیشن جاری
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0223.wav,کیا شریف خاندان کو ان کے سوالات کے جواب ملیں گے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0224.wav,اور ہمارے کھلاڑیوں نے بھی ہمیں مایوس نہیں کیا
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0225.wav,بچوں کو سلا دو
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0226.wav,ملک میں بڑے بڑے کاروبار شروع کر رکھے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0227.wav,میں دنیا کی ساتویں ایٹمی طاقت اور دنیا کے پانچویں بڑے مُلک کا وزیراطلاعات ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0228.wav,جب پاکستان آتے ہیں تو پاکستانی پاسپورٹ نکال لیتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0229.wav,تھانوں میں ہوتی ہو، میری حفاظت کے لیے تو نہیں ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0230.wav,غیر متوقع دعوتوں کو پسند کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0231.wav,تم مجھ سے ناراض کیوں ہو؟
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0232.wav,اگلے ماہ پاکستان ویسٹ انڈیز کا دورہ کرے گا
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0233.wav,انسان نے جبر سے آزادی کے لیے ایک طویل سفر کیا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0234.wav,گوادر مستقبل کا دبئی ثابت ہوگا برطانوی اخبار
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0235.wav,ان کی للکار تو اب بھی ویسے ہی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0236.wav,افسوس کہ آج دین خیر خواہی نہیں، عصبیت کا نام ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0237.wav,مہم جو ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0238.wav,ضبوط حریف کے خلاف شروع ہونے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0239.wav,اداکارہ سمرن کیسی خوبصورتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0240.wav,مارکس کے ہاں یہ طبقاتی کشمکش ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0241.wav,خاندان، علاقہ، خیالات اشتراک کے بہت سے زاویے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0242.wav,نظر میں وہ صرف ایک ماڈل ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0243.wav,یہ کام برسوں محنت اور تسلسل کے ساتھ کیا گیا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0244.wav,جو چاہے کر سکتے تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0245.wav,دوسرے اس موقع پر جب کوئی عالمِ دین کسی خاص واقعے کے حوالے سے اپنا قانونی فیصلہ صادر کرتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0246.wav,حکومت میں جو اختلاف دکھائی دے رہا ہے اس کا بڑا
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0247.wav,پاکستان کے آئین و قانون کے مطابق
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0248.wav,انہیں سمجھنا چاہیے کہ حکومت ایک صبر آزما کام ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0249.wav,آگے کیا ہوتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0250.wav,وہ توانائی اورافادیت کھو بیٹھی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0251.wav,وہ ایسے ہی رہیں گے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0252.wav,کاروبار بھی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0253.wav,دِل کو دِل سے راہ ہوتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0254.wav,کا مکمل کنٹرول ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0255.wav,تو اسے اپنا مقدمہ عدالت کے سامنے پیش کرنا چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0256.wav,اس کی یاد دہانی پیغمبروں کے ذریعے کرائی جاتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0257.wav,اعلانیہ وغیر اعلانیہ سیاسی اتحادیوں کو ساتھ
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0258.wav,لیکن اس سب کے باوجود
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0259.wav,دوسروں کے ساتھ آسانی سے کام کر سکتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0260.wav,قانون دوبئی اور بنکاک میں بھی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0261.wav,پہلے انتہا پسندی کو گلے سے لگایا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0262.wav,دوسری طرف ڈھلوان
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0263.wav,لیکن کچھ ذکر چکوال کا بھی ہو جائے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0264.wav,جو کچھ میرا ہے وہ تمہارا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0265.wav,ان کی گاڑی ایک ٹرک سے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0266.wav,یہ کوئی عجوبہ نہیں سمجھا جاتا تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0267.wav,حقیقت کچھ اور ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0268.wav,دوسرا متعلقہ شناخت نہیں ہوا تھا
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0269.wav,وہ کیا کر رہے ہیں؟
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0270.wav,سٹریلیا اور عثمان خواجہ نے متعدد ریکارڈز پاش پاش کر دیے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0271.wav,پہلے مرحلے میں انتظامیہ اپنے ملازمین کو ویکسین لگائے گی
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0272.wav,بلکہ انہیں اور سختی برتنی چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0273.wav,دیکھیے اب جماعت اسلامی کا کیا موقف سامنے آتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0274.wav,جمہوریت کا اس پہ کچھ تو اثر پڑتا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0275.wav,ہر طرف سے پٹ رہے تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0276.wav,بابا جی بھی ہاں میں ہاں ملا رہے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0277.wav,اس کا کیا مطلب ہے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0278.wav,تین روزہ عالمی کانفرنس موئن جو دڑو پر منعقد کررہے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0279.wav,جب کہ قرآن خوانی کی محافل بھی منعقد کی جائیں گی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0280.wav,یہ فضول کی باتیں ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0281.wav,بات سمجھنے کی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0282.wav,تو فرق کس بات میں ہے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0283.wav,تو پھر جو کچھ ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0284.wav,فطری تعلق پاکستان اور پھر چین سے ہی ہو سکتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0285.wav,نظریاتی کونسل جب کوئی بات کہتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0286.wav,کبھی ریاست مدینہ کی بات کرتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0287.wav,تو میرا خیال ہے کہ انہیں یہ موقع ضرور ملنا چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0288.wav,وہ عوامی خطیبوں کی طرح جذبات سے نہیں کھیلتے تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0289.wav,بالنگ مضبوط ہے سیریز جیتنے کی کوشش کرینگےسرفراز احمد
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0290.wav,جہاں نئے کپڑوں اورنئے جوتوں کی بے پنا ہ خوشی تھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0291.wav,میں نے سکول اور اس کی تاریخ سے محبت کی
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0292.wav,علمی مشاہدے ان کی حیاتیات میں پائے گئے
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0293.wav,برامدی ارڈرز کی بھرمار ٹیکسٹائل سیکٹرکی پیداوار بڑھ گئی
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0294.wav,کہ ٹیم سے باہر بیٹھے کھلاڑی ان سے کم تر کارکردگی کے حامل ہیں ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0295.wav,پاکستان میں صوبائی اور قومی الیکشن اسی سال مئی میں ہونے والے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0296.wav,اورکریں بھی کیا؟
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0297.wav,یہ کہانی میں کئی دفعہ سنا چکا ہوں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0298.wav,لیکن ان ڈراموں کے آگے ایک خلاہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0299.wav,میں جانتا ہوں وہ منڈیوں میں واپس آنے کے لیے نہیں جا رہے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0300.wav,تو انہیں یہ اینکر انتہا پسند دکھائی دینے لگے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0301.wav,اوربڑھتی ہوئی مصیبتوں کا گھیرا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0302.wav,بلکہ یہ کہا جائے گا کہ فلاں آدمی کا فلاں نقطۂ نظر اسلام کے دائرے میں نہیں آتا
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0303.wav,انگریزی کا لفظ ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0304.wav,اللہ پاک آپ کے درجات بلند کرے ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0305.wav,ہوربارٹ ٹیسٹ میں ویسٹ انڈیز مشکلات کا شکار
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0306.wav,اختتام کی شروعات؟
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0307.wav,مذہب اور مذہب کا سماجی مطالعہ دو مختلف علوم ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0308.wav,یہ قواعد ہم اپنے مشاہدے اور تجزیاتی مطالعے کی روشنی میں سمجھ لیتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0309.wav,گرنے لگیں تو اسحاق ڈار بن جاتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0310.wav,انڈیا میں ٹک ٹاک
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0311.wav,یہی کچھ دوسری عالمی جنگ کے بعد
/content/speechbrain/templates/speech_recognition/data/train/ur0002N0312.wav,ملتان کے شائقین کرکٹ کو پاکستان اور ویسٹ انڈیز کے مابین میچ کا انتظار
